timings
0.5
34.0
67.5
101.0
134.5
168.0
201.5
235.0
268.5
302.0
335.0
368.5
402.0
435.5
469.0
502.5
536.0
569.5
603.0
636.5
670.0
703.5
737.0
770.5
804.0
837.5
871.0
904.5
937.5
971.5
1004.5
1038.0
1071.5
1105.0
1138.5
1172.0
1205.5
1239.0
1272.5
1306.0
1339.5
1373.0
1406.5
1440.0
1473.5
1507.0
1540.5
1574.0
1607.0
1640.5
1674.0
1707.5
1741.0
1774.5
1808.0
1841.5
1875.0
1908.5
1942.0
1975.5
2009.0
2042.5
2076.0
2109.5
2143.0
2176.5
2209.5
2243.5
2276.5
2310.0
2343.5
2377.0
2410.5
2444.0
2477.5
2511.0
2544.5
2578.0
2611.5
2645.0
2678.5
2712.0
2745.5
2778.5
2812.5
2846.0
2879.0
2912.5
2946.0
2979.5
3013.0
3046.5
3080.0
3113.5
3147.0
3180.5
3214.0
3247.5
3281.0
3314.5
3348.0
3381.5
3415.0
3448.5
3481.5
3515.0
3548.5
3582.0
3615.5
3649.0
3682.5
3716.0
3749.5
3783.0
3816.5
3850.0
3883.5
3917.0
3950.5
3984.0
4017.5
4051.0
4084.5
4118.0
4151.0
4184.5
4218.0
4251.5
4285.0
4318.5
4352.0
4385.5
4419.0
4452.5
4486.0
4519.5
4553.0
4586.5
4620.0
4653.5
4687.0
4720.5
4753.5
4787.0
4821.0
4854.0
4887.5
4921.0
4954.5
4988.0
5021.5
5055.0
5088.5
5122.0
5155.5
5189.0
5222.5
5256.0
5289.5
5323.0
5356.0
5390.0
5423.0
5456.5
5490.0
5523.5
5557.0
5590.5
5624.0
5657.5
5691.0
5724.5
5758.0
5791.5
5825.0
5858.5
5892.0
5925.5
5959.0
5992.5
6025.5
6059.0
6092.5
6126.0
6159.5
6193.0
6226.5
6260.0
6293.5
6327.0
6360.5
6394.0
6427.5
6461.0
6494.5
6528.0
6561.5
6595.0
6628.0
6661.5
6695.5
6728.5
6762.0
6795.5
6829.0
6862.5
6896.0
6929.5
6963.0
6996.5
7030.0
7063.5
7097.0
7130.5
7164.0
7197.5
7230.5
7264.5
7298.0
7331.0
7364.5
7398.0
7431.5
