neuron
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.09478782
0.24462916
0.12633273
0.19326486
0.23545134
0.10278311
0.01973505
0.0015237009
0.49472368
0.52575475
0.32373184
0.10875393
0.11478498
0.34070668
0.18353723
0.03911364
0.18484998
0.11029804
0.21412909
0.11697927
0.025712179
0.002106258
6.35858e-05
7.0634786e-07
2.8866676e-09
4.339926e-12
2.400345e-15
4.883943e-19
3.6557206e-23
1.0066557e-27
0.07191519
0.043618765
0.009732663
0.00079890556
2.4124858e-05
2.6800296e-07
0.06481805
0.039314132
0.008772168
0.00072006346
0.18629815
0.11298259
0.025209771
0.002069344
6.2488776e-05
6.941876e-07
0.16503553
0.12460704
0.07102702
0.025667325
0.0049056183
0.00038462138
1.1441565e-05
1.264388e-07
5.157489e-10
0.052679267
0.03195159
0.0071293637
0.070073776
0.042164616
0.009404451
0.000771949
2.3310819e-05
2.5895977e-07
1.0583094e-09
1.5911039e-12
8.800147e-16
1.7905516e-19
1.3402606e-23
3.6906018e-28
0.02104602
0.012765056
0.0028482692
0.00023380017
7.060153e-06
0.037562467
0.022782741
0.0050835167
0.00041728045
1.2600778e-05
1.39982e-07
5.7207444e-10
8.6007915e-13
4.7569635e-16
9.678915e-20
7.244846e-24
1.9949732e-28
2.0209264e-33
0.0059805275
0.2323369
0.1395287
0.031018905
0.0025427395
7.674578e-05
8.5241214e-07
3.4833783e-09
5.2369172e-12
2.8964306e-15
5.8933005e-19
0.010401503
0.006308831
0.0014076903
0.00011555026
3.4893155e-06
3.8762796e-08
1.5841468e-10
2.3816685e-13
1.3172636e-16
0.021240639
0.012883098
0.0028746077
0.00023596217
7.1254403e-06
7.915649e-08
3.2349448e-10
4.863543e-13
2.6899495e-16
5.473196e-20
4.0967878e-24
1.1281099e-28
1.14278585e-33
0.0020808086
0.0012620742
0.00028160683
2.3115696e-05
6.9803355e-07
0.028992586
0.017584888
0.003923719
0.00032207847
9.725926e-06
1.08045285e-07
4.415564e-10
6.638532e-13
3.671668e-16
7.4706836e-20
5.591943e-24
1.5398226e-28
1.5598547e-33
5.813037e-39
8e-45
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
